cluster_label,completions,attempts,passing_yards,passing_first_down,passing_tds,interceptions,sack_fumbles,total_yards,position
Cluster 0,217.16666666666666,342.25,2261.4166666666665,106.75,11.5,7.333333333333333,4.166666666666667,2428.3333333333335,QB
Cluster 1,19.242424242424242,31.818181818181817,195.36363636363637,9.696969696969697,1.0909090909090908,1.0909090909090908,0.2727272727272727,235.4848484848485,QB
Cluster 2,352.3157894736842,534.2631578947369,3961.5263157894738,186.1578947368421,25.473684210526315,11.210526315789474,4.526315789473684,4221.0,QB
Cluster 3,104.46666666666667,165.53333333333333,1113.1333333333334,49.6,5.333333333333333,5.133333333333334,2.1333333333333333,1216.5333333333333,QB
