cluster_label,receptions,receiving_yards,receiving_tds,receiving_first_downs,receiving_fumbles,position
Cluster 0,5.163636363636364,45.6,0.43636363636363634,2.4727272727272727,0.09090909090909091,TE
Cluster 1,50.625,530.9375,3.0,26.0,0.6875,TE
Cluster 2,84.33333333333333,889.2222222222222,5.555555555555555,43.111111111111114,1.0,TE
Cluster 3,22.764705882352942,232.58823529411765,1.4411764705882353,11.941176470588236,0.08823529411764706,TE
